CvM,AD,PQ-PQ
0.08655285977216898,0.5864104291360797,0.4705996591929533
0.08655914342812139,0.5868611230355433,0.47192880461725084
0.08658223784461594,0.5885937423516047,0.4731601925335721
0.0866040386213173,0.5894125858722481,0.47379713415824287
0.08668070354953072,0.590342431397957,0.4746822056958294
0.08735684018153178,0.5914959021860878,0.47492380852676
0.08750744273830037,0.5925413482779371,0.47514946774357086
0.0877701875773442,0.5930268617191947,0.4755609278432732
0.08781120946738274,0.593419159118683,0.4757318752717038
0.0878503843084598,0.5960616808251488,0.4788612910906135
0.08794073662347981,0.5963189029568638,0.4796026089073491
0.08812870207427503,0.5974631541524226,0.48001832689660934
0.08836693283176156,0.5992991173805822,0.48042898318718325
0.0884177058916312,0.6004762013355286,0.4808508929698113
0.08861449472403274,0.6006128361409651,0.48145669686753634
0.0891045618778894,0.6027538543875457,0.4833138452994786
0.08924388002310625,0.6033632971888522,0.48382749180910806
0.08924554293340985,0.6037165951313416,0.484960231843647
0.08951919176118173,0.6060760574437608,0.48498830450739455
0.08966699822982702,0.6067824672010566,0.48583676842234796
0.09061215438906811,0.6079896554817846,0.4868988572550886
0.09076645610958002,0.6080541742790844,0.4873716239366686
0.09086163945537468,0.6084922746336163,0.4883614848993817
0.0911476578698957,0.6093603701454501,0.4918427046337989
0.09127852827770118,0.6094567633571246,0.49237927865581516
0.09129727045076436,0.6110898476567584,0.4952294211796258
0.09136902244946905,0.6114924185017064,0.4960352529395271
0.0914574739811031,0.6119455777790942,0.4960950212975426
0.09182695085371041,0.612194176743669,0.4961205718947315
0.09202335556412283,0.6127389299897577,0.49696850609100535
0.09224607338847006,0.6129462821257095,0.4984938988267752
0.09229851550439441,0.613132155427719,0.4994573051970547
0.0926551119343378,0.6138501074511921,0.501096653034814
0.09331505411158561,0.6141995817931618,0.5014627760799913
0.09364297063486829,0.6146639171896865,0.5017621747780905
0.09390704452476113,0.6156186232545601,0.5041550921142227
0.09400204314539719,0.6170853910864623,0.5043671523539895
0.09424713892674572,0.617447424705545,0.5047820260738688
0.09427667582398505,0.6176433715589418,0.5054394936946894
0.09447890893779624,0.6188208144541942,0.505860939149516
0.09461305776129503,0.6206146507302742,0.505967553795707
0.09469111530163271,0.6215990807388723,0.5066854433291647
0.09472173930584304,0.6235570791735028,0.5073633740789903
0.09482291552654322,0.6239292822160245,0.5074488272702523
0.0948542900936796,0.6249313558645884,0.5077609129447538
0.09492715861086758,0.6256774022840349,0.5087514600242764
0.09511087662785563,0.6265191718983404,0.5096354635839333
0.0951693918052219,0.6287623736916782,0.5099960357888013
0.0953744794008509,0.6293151497790975,0.5117782223486671
0.09563284418543844,0.6317283892179085,0.5124938890944358
0.09564939531977984,0.6318530715224457,0.5125512005622486
0.09612201749277496,0.6334356837547183,0.5152443696792322
0.09622657885243109,0.6362900521393032,0.5163371321809962
0.09627100496855809,0.6367358324029369,0.517508660640121
0.09647089138343032,0.6368807034906647,0.5204156530090438
0.09694854882415628,0.6369541938460082,0.5211815999984977
0.0970867362908525,0.6387564409198071,0.5216814864917225
0.09712046690106475,0.6395084824884771,0.5220125538086476
0.09722920429209962,0.6408865833203015,0.5228927141504965
0.09740622700520504,0.6409855171679528,0.523987138902954
0.09755190174472896,0.6420047604915816,0.5248486360622888
0.09770640891969871,0.6452600211048108,0.5261246392726935
0.09789082478725346,0.6454197990043554,0.5286583943767257
0.09845362605862876,0.6465162611986044,0.5293317048508996
0.09859608474988582,0.6482436609887421,0.5296856246943366
0.09878910737380017,0.6483458454345479,0.5301634702956365
0.09880257675222373,0.650016961590552,0.5320696977767387
0.09884811293068912,0.6512169711856916,0.53219832405677
0.09889373622617167,0.6521320549726002,0.5329418736426014
0.09899697083277197,0.6528685212466,0.5331171013183221
0.09901937959026415,0.6530049130822063,0.5349345389215163
0.09909853685457194,0.6545264360644074,0.5357121972367057
0.09925875060507273,0.6549294447039675,0.5376853995582669
0.10029864768179977,0.6550791452313716,0.5379633173042996
0.10034930558573442,0.6552718421296458,0.5384553127784907
0.10059611655191264,0.6556281146617137,0.5406210723980482
0.10061636419737928,0.6580866714059227,0.5421845683756
